,Name,Club,Overall,Value,foot,SM,W/F,D/W,A/W,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,PAC,SHO,PAS,DRI,DEF,PHY
425,Álvaro Odriozola Arzalluz,Real Madrid,80,17500000.0,0,3,3,1,0,81,45,73,77,48,76,69,30,70,77,88,90,79,77,78,58,71,85,64,59,63,75,68,63,62,69,77,78,79,11,12,10,5,14,89,53,71,77,77,69
426,Miguel Almirón,Newcastle United,80,18500000.0,1,4,2,0,0,72,73,43,80,75,83,74,70,70,81,89,89,87,79,64,78,46,84,53,73,65,50,74,78,69,76,43,53,49,6,9,13,13,12,89,74,76,82,48,63
427,Welington Kauê Dano Nascimento,Cruzeiro,80,10500000.0,1,4,4,1,1,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7,79,54,76,78,75,74
428,Everton Jorge Andrade Zanon,Fluminense,80,4700000.0,0,2,4,0,0,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8,68,62,74,76,78,77
429,Mario Hermoso Canseco,Atlético Madrid,80,19000000.0,1,2,3,1,0,71,42,75,77,41,66,68,55,76,76,75,82,75,80,65,65,86,76,75,46,81,81,64,65,45,76,76,80,80,13,8,10,5,8,79,49,72,71,79,77
430,Ferland Mendy,Real Madrid,80,18000000.0,1,4,5,1,0,74,63,69,77,50,80,72,35,76,76,90,88,80,82,78,69,78,88,78,64,78,75,80,73,49,78,73,78,77,7,16,9,10,9,89,64,73,79,75,81
431,Yeray Álvarez López,Athletic Club de Bilbao,80,17500000.0,0,2,3,1,1,48,41,75,74,55,53,56,50,66,72,61,63,53,76,75,69,77,68,75,43,80,83,39,34,61,78,80,80,85,12,9,8,12,11,62,49,58,61,81,74
432,Moussa Marega,FC Porto,80,15500000.0,0,3,3,1,0,65,80,77,67,75,64,58,37,52,66,87,89,66,77,50,84,75,93,90,72,89,26,84,68,71,74,51,34,28,14,7,13,11,11,88,79,63,65,41,90
433,Marko Dmitrović,SD Eibar,80,12000000.0,1,1,2,1,1,30,20,20,40,20,8,20,9,40,9,39,35,32,73,37,59,50,45,79,17,20,17,9,45,9,59,19,22,20,76,79,78,81,81,76,79,78,81,37,81
434,Maximilian Eggestein,SV Werder Bremen,80,19500000.0,0,3,4,0,0,70,62,66,81,50,78,64,48,78,81,67,77,75,79,68,82,53,96,75,81,69,71,70,77,60,77,74,77,65,15,10,13,15,8,73,70,75,78,73,78
435,Marcos Llorente Moreno,Atlético Madrid,80,18500000.0,0,3,3,1,1,56,39,61,84,44,68,55,51,82,78,61,55,63,78,69,64,65,74,75,56,70,82,65,76,53,79,79,80,72,13,6,6,11,15,58,50,73,71,77,73
436,Eric Bailly,Manchester United,80,16500000.0,0,3,3,0,1,51,33,79,67,42,60,46,43,56,62,72,79,67,72,61,55,84,65,86,48,85,80,47,55,46,74,77,80,81,14,14,10,9,8,76,42,58,62,79,80
437,Joe Gomez,Liverpool,80,20000000.0,0,3,3,1,1,69,26,71,74,24,67,41,29,62,70,76,85,64,79,66,41,66,74,79,26,73,81,51,56,26,72,79,82,78,8,13,14,7,7,81,30,64,68,79,76
438,Diogo José Teixeira da Silva,Wolverhampton Wanderers,80,20500000.0,0,4,5,0,0,67,77,52,72,75,84,76,58,68,84,88,79,87,81,86,82,66,80,71,74,85,54,82,73,63,84,53,54,44,7,12,15,9,11,83,77,70,84,53,76
439,Nicolò Barella,Inter,80,21500000.0,0,3,3,0,1,76,63,40,82,53,80,73,67,78,82,78,74,75,79,83,72,58,83,58,66,82,79,73,76,73,80,75,80,76,11,5,13,14,11,76,66,78,80,74,69
440,Valentin Rongier,Olympique de Marseille,80,19000000.0,0,3,4,0,1,62,71,40,82,75,79,76,69,81,82,67,61,78,75,90,75,74,74,58,79,52,79,73,77,65,78,76,84,71,11,8,12,7,11,64,73,76,80,75,62
441,Jaime Mata Arnaiz,Getafe CF,80,14500000.0,0,3,3,1,0,63,84,75,65,72,79,55,48,51,78,71,73,63,84,41,78,69,72,79,71,80,19,84,66,76,76,29,28,29,12,8,10,6,12,72,79,61,75,31,77
442,Krzysztof Piątek,Milan,80,20500000.0,0,3,3,1,1,51,86,80,64,75,72,60,40,35,76,78,75,74,76,61,80,81,73,76,69,51,31,86,52,75,72,33,38,24,10,15,10,6,13,76,80,53,73,38,71
443,Jonathan Rodríguez Menéndez,Lazio,80,15500000.0,1,3,3,1,0,81,70,44,79,63,79,81,78,75,80,88,87,83,76,79,69,35,77,69,73,60,56,76,79,59,76,55,51,46,11,16,13,13,9,87,70,79,80,52,68
444,Harry Winks,Tottenham Hotspur,80,20000000.0,0,3,3,0,1,65,55,50,84,50,84,73,60,80,82,72,68,81,80,82,63,50,80,61,62,65,75,64,81,51,83,73,74,67,8,11,14,13,10,70,58,77,83,71,66
445,Julian Weigl,Borussia Dortmund,80,17500000.0,0,3,3,1,1,58,41,65,85,56,74,63,46,83,79,68,55,76,80,65,48,68,77,62,56,64,82,56,77,52,83,79,79,73,6,14,16,11,7,61,47,75,76,78,66
446,Mattia Caldara,Milan,80,17500000.0,0,2,3,0,1,34,36,82,63,51,62,20,24,58,63,62,65,58,77,59,38,76,64,78,20,76,82,34,32,30,74,85,84,80,14,9,6,9,5,64,34,46,63,83,74
447,Martin Dúbravka,Newcastle United,80,11500000.0,0,1,2,1,1,12,10,12,48,11,19,15,13,45,35,49,44,44,73,60,61,75,40,60,17,26,25,10,54,20,59,19,15,14,77,80,81,79,81,77,80,81,81,46,79
448,Ante Rebić,Milan,80,19000000.0,0,4,4,1,0,74,79,71,73,82,80,76,66,57,78,84,91,74,78,68,85,66,79,83,79,84,29,79,70,63,75,28,50,25,13,15,12,13,14,88,80,70,78,39,81
449,Matias Vecino,Inter,80,15000000.0,0,4,3,0,0,71,61,75,83,62,82,64,58,78,84,70,64,65,83,56,78,66,80,73,77,72,76,76,81,56,81,76,77,73,4,4,4,4,4,67,68,77,80,76,74
450,Tiémoué Bakayoko,AS Monaco,80,18000000.0,0,3,3,1,1,55,37,71,78,36,76,51,37,75,77,65,67,64,77,57,72,76,82,86,50,87,82,60,73,45,68,72,84,82,11,15,11,14,10,66,48,69,74,79,85
451,Youri Tielemans,Leicester City,80,20500000.0,0,4,5,1,1,82,73,59,84,78,78,85,75,81,81,65,61,69,75,77,86,63,72,63,84,70,69,79,82,72,83,66,73,68,6,8,10,14,12,63,78,82,78,68,67
452,Keita Baldé,AS Monaco,80,19500000.0,0,4,4,2,0,75,78,58,76,68,83,70,52,64,85,92,91,81,76,78,78,66,70,74,74,54,31,77,72,60,79,17,29,28,12,8,13,8,15,91,76,72,83,29,69
453,Mike Maignan,LOSC Lille,80,16000000.0,0,1,3,1,1,18,13,17,36,16,22,14,16,27,24,47,46,39,79,55,59,72,39,76,20,17,24,14,50,15,55,14,12,19,78,77,78,78,83,78,77,78,83,46,78
454,Joaquín Correa,Lazio,80,20000000.0,0,4,4,1,0,74,77,68,78,75,87,79,63,69,86,82,86,84,77,67,78,63,73,72,71,48,36,77,77,57,73,39,37,26,11,10,7,8,8,84,75,75,85,39,67
455,Walter Benítez,OGC Nice,80,13500000.0,0,1,2,1,1,12,14,13,26,13,15,19,17,27,14,48,48,43,75,40,56,57,42,80,14,28,21,18,46,25,62,17,20,17,79,79,74,79,82,79,79,74,82,48,79
456,Iván Marcone,Boca Juniors,80,12500000.0,0,4,3,0,1,58,48,66,81,49,81,59,60,81,82,59,52,62,76,64,73,55,88,85,66,81,76,58,75,59,85,74,80,73,16,11,12,16,10,55,58,73,78,75,83
457,Franco Armani,River Plate,80,9000000.0,0,1,2,1,1,18,11,19,34,18,19,14,16,21,32,40,40,40,78,34,53,65,28,82,17,35,21,18,55,20,51,10,13,18,78,75,70,81,86,78,75,70,86,40,81
458,Andreas Christensen,Chelsea,80,19000000.0,0,2,3,1,2,49,36,79,77,25,66,32,22,71,73,65,70,61,78,61,31,73,68,73,20,73,82,32,62,36,76,79,84,82,10,12,8,6,8,68,31,63,68,81,72
459,Marcos Paulo Mesquita Lopes,Sevilla FC,80,20000000.0,1,4,3,1,0,77,77,38,78,56,84,76,73,71,82,83,76,84,76,88,77,50,70,58,74,39,29,78,77,65,74,30,28,27,11,10,12,12,11,79,75,76,83,30,57
460,Santiago Mina Lorenzo,RC Celta,80,20000000.0,0,3,4,1,0,73,82,77,72,75,79,69,55,65,79,75,78,75,79,72,80,73,75,71,74,69,55,83,68,67,69,51,46,49,9,8,14,8,15,77,79,69,78,53,72
461,Odisseas Vlachodimos,SL Benfica,80,14500000.0,0,1,3,1,1,15,12,13,27,14,13,17,13,24,23,42,44,60,83,38,50,74,39,68,16,32,23,14,46,18,56,17,14,12,84,73,67,76,86,84,73,67,86,43,76
462,Moussa Dembélé,Olympique Lyonnais,80,20000000.0,0,4,3,1,0,50,82,77,71,69,75,69,41,48,78,79,85,78,77,68,80,83,78,86,66,75,22,84,68,82,76,39,14,16,7,13,11,10,8,82,78,61,76,30,82
463,André Filipe Tavares Gomes,Everton,80,17500000.0,0,4,4,1,1,65,67,69,84,69,83,81,67,82,82,63,67,66,78,64,82,59,77,83,73,81,75,74,81,55,84,73,74,67,12,9,6,14,8,65,71,78,80,73,80
464,Elseid Hysaj,Napoli,80,17000000.0,0,3,3,1,1,75,47,66,77,40,73,40,30,70,77,78,79,75,79,69,68,68,87,67,43,79,80,63,59,40,76,77,81,80,12,6,14,9,11,79,51,68,75,78,74
465,Marcel Halstenberg,RB Leipzig,80,13000000.0,1,3,3,1,0,80,59,80,77,60,71,77,75,63,75,67,70,65,79,61,79,85,82,79,69,77,77,62,62,73,74,81,82,76,9,15,14,10,16,69,66,72,72,80,80
466,Samuel Castillejo Azuaga,Milan,80,18500000.0,1,4,2,0,1,79,75,43,79,58,82,78,75,74,82,84,81,82,81,78,78,62,61,49,71,48,50,77,79,59,71,45,43,25,13,16,15,8,14,82,73,78,82,43,52
467,Juan Fernando Quintero,River Plate,80,18500000.0,1,4,2,2,0,79,74,48,80,70,82,84,82,77,84,74,72,90,72,88,84,54,55,50,83,43,35,67,86,78,81,48,30,22,14,16,10,7,12,73,77,81,83,37,50
468,Nathan Aké,Bournemouth,80,17500000.0,1,2,3,0,1,63,48,76,77,52,69,62,59,73,74,75,75,73,79,69,63,86,75,78,56,74,81,51,66,53,76,82,82,81,10,7,7,16,10,75,53,70,71,81,77
469,Munas Dabbur,Sevilla FC,80,17500000.0,0,4,4,2,1,50,83,80,73,74,77,74,66,63,79,74,76,77,80,71,76,89,81,78,69,39,19,85,67,74,76,22,37,27,13,12,10,15,11,75,78,65,77,32,72
470,Gabriel Appelt Pires,SL Benfica,80,18000000.0,1,3,5,0,1,68,67,71,79,67,81,74,73,83,82,66,60,65,77,67,86,81,83,82,81,87,80,73,78,67,83,75,77,73,12,8,14,15,15,63,74,77,79,76,83
471,Hakan Çalhanoğlu,Milan,80,17500000.0,0,4,4,1,1,81,65,53,83,77,85,92,90,80,86,70,65,77,78,77,86,46,73,52,88,57,61,75,80,71,78,62,56,56,9,14,11,6,10,67,75,82,84,59,58
472,Michael Keane,Everton,80,16500000.0,0,2,3,0,1,60,50,81,70,40,66,53,33,69,68,56,63,56,76,60,58,83,68,86,46,73,77,29,56,48,73,80,81,82,16,7,8,14,11,60,49,62,66,80,79
473,Manuel Trigueros Muñoz,Villarreal CF,80,16500000.0,0,4,4,1,1,72,69,74,80,63,77,78,69,80,80,62,59,72,78,69,77,69,69,63,79,69,69,77,82,65,76,69,73,62,9,14,12,7,8,60,73,78,77,70,66
474,Taras Stepanenko,Shakhtar Donetsk,80,12500000.0,1,3,3,0,1,63,53,69,81,56,64,60,45,77,78,71,64,63,78,73,75,71,82,76,70,88,82,60,69,52,81,79,79,77,15,13,9,14,9,67,61,72,69,78,80
475,Esteban Andrada,Boca Juniors,80,13500000.0,0,1,2,1,1,15,14,13,35,18,16,14,15,34,20,45,44,34,73,43,60,54,45,59,13,24,25,19,48,19,44,22,20,14,80,77,80,80,81,80,77,80,81,44,80
476,Bernard Anício Caldeira Duarte,Everton,80,16000000.0,0,4,4,1,0,80,69,59,77,68,84,78,69,68,84,90,84,94,80,95,76,61,71,30,65,41,42,74,75,57,73,31,39,25,6,11,13,10,12,87,69,76,85,38,44
477,Matija Nastasić,FC Schalke 04,80,16000000.0,1,2,2,0,2,46,30,77,73,32,43,72,68,68,65,65,75,64,80,59,44,82,63,78,22,78,78,30,55,52,80,83,83,84,11,16,11,15,13,71,32,63,54,82,74
478,Cristian Portugues Manzanera,Real Sociedad,80,17500000.0,0,3,4,1,0,66,81,74,83,72,82,67,64,78,83,85,78,82,71,72,80,70,87,70,75,76,55,80,77,53,74,50,61,59,14,10,15,15,13,81,78,76,81,58,75
479,Benjamin Mendy,Manchester City,80,17500000.0,1,3,3,2,0,87,33,65,80,31,79,80,34,69,78,76,85,68,80,66,79,71,75,79,65,75,78,73,76,50,79,77,79,80,7,7,9,15,9,81,51,77,77,77,77
480,Raúl Jiménez,Wolverhampton Wanderers,80,15500000.0,0,3,4,0,0,70,81,81,75,78,78,73,45,72,78,74,82,72,79,49,80,69,82,78,69,80,52,83,73,90,78,50,36,28,7,11,13,14,10,78,79,72,76,47,79
481,Iñigo Martínez Berridi,Athletic Club de Bilbao,80,14500000.0,1,2,3,1,1,51,42,72,73,37,53,72,51,81,70,69,71,67,75,63,81,89,68,79,74,86,81,48,50,39,69,79,81,84,12,16,11,13,11,70,56,64,61,80,78
482,Kurt Zouma,Chelsea,80,17500000.0,0,2,3,1,1,49,47,79,63,47,50,60,59,64,63,58,69,51,75,52,63,90,63,92,49,83,78,49,60,59,69,76,81,78,14,14,7,9,15,64,51,59,55,78,83
483,Christoph Kramer,Borussia Mönchengladbach,80,14500000.0,0,3,3,0,0,61,46,58,80,58,71,54,51,72,79,52,52,64,84,54,54,51,93,71,42,78,81,70,73,47,78,79,79,74,8,13,9,6,8,52,49,71,73,77,77
484,Alejandro Pozuelo Melero,Toronto FC,80,15500000.0,0,4,5,1,0,72,71,49,82,68,83,77,74,75,84,68,64,78,81,84,74,60,78,52,76,59,55,75,80,73,82,51,52,36,10,8,14,10,8,66,73,78,83,50,60
485,Šime Vrsaljko,Atlético Madrid,80,13000000.0,0,3,3,1,0,82,44,73,77,53,74,70,57,70,79,76,78,66,79,72,75,85,87,72,58,75,80,65,68,52,67,79,81,77,15,11,10,10,12,77,55,74,75,79,77
486,Héctor Bellerín Moruno,Arsenal,80,17500000.0,0,3,3,2,0,76,52,60,76,41,77,63,50,59,78,94,90,79,78,77,52,64,77,58,43,72,78,67,66,62,70,75,78,80,8,14,14,13,12,92,51,70,78,76,66
487,Pavel Kadeřábek,TSG 1899 Hoffenheim,80,14500000.0,0,3,2,0,0,86,28,71,77,57,76,57,52,69,77,76,78,66,82,66,66,82,86,79,41,78,72,72,68,54,78,72,79,77,10,11,14,13,7,77,43,74,75,75,81
488,Davy Klaassen,SV Werder Bremen,80,17000000.0,0,3,3,0,0,64,77,75,81,81,73,61,44,76,82,67,64,68,80,66,81,67,87,69,78,78,71,80,79,74,82,65,74,65,12,6,13,16,10,65,78,74,75,70,75
489,Simone Zaza,Torino,80,15500000.0,1,4,3,0,0,52,79,79,71,81,77,71,56,45,79,75,76,75,78,69,85,89,73,88,72,87,40,81,66,79,72,54,42,50,7,13,9,7,9,76,79,62,77,50,84
490,Sergi Darder Moll,RCD Espanyol,80,19000000.0,0,4,3,2,1,68,61,52,84,66,80,75,68,81,83,54,37,72,78,75,81,51,66,68,75,71,69,76,84,55,82,64,68,69,7,10,6,14,6,45,69,79,80,66,67
491,Gerard Deulofeu Lázaro,Watford,80,19000000.0,0,4,4,2,0,77,75,40,78,72,89,84,77,64,86,89,88,93,75,79,75,70,72,67,68,52,25,78,77,77,77,34,30,22,12,16,14,11,11,88,74,76,87,30,65
492,Salif Sané,FC Schalke 04,80,13000000.0,0,2,3,0,1,57,37,89,73,26,62,33,58,73,70,59,65,55,78,36,77,47,69,90,55,80,79,48,62,43,73,75,85,77,14,7,10,13,16,62,49,65,63,80,81
493,Martin Hinteregger,Eintracht Frankfurt,80,16000000.0,1,2,3,1,0,53,51,80,67,49,54,58,63,81,64,63,72,62,73,62,83,86,72,83,71,82,76,61,65,61,74,80,84,82,14,14,9,13,10,68,62,65,59,81,80
494,Faouzi Ghoulam,Napoli,80,12500000.0,1,3,4,1,0,85,54,70,79,52,79,77,68,74,80,69,79,71,79,62,80,71,88,66,69,74,76,69,69,76,75,79,81,80,12,7,8,8,13,75,64,77,78,78,73
495,Aïssa Mandi,Real Betis,80,16000000.0,0,2,3,1,0,78,41,83,79,49,67,67,49,77,75,67,66,73,78,64,52,81,66,75,49,69,82,67,68,35,74,79,81,82,15,16,9,10,14,66,46,74,70,81,72
496,Ismaily Gonçalves dos S.,Shakhtar Donetsk,80,12000000.0,1,4,2,1,0,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10,82,66,74,81,75,75
497,Cristian Tello Herrera,Real Betis,80,15500000.0,0,4,4,1,1,79,76,47,78,75,84,82,77,69,79,91,88,79,74,78,81,70,71,61,70,48,39,76,73,56,71,55,49,42,15,12,9,7,13,89,75,76,81,48,61
498,Steven Berghuis,Feyenoord,80,15500000.0,1,3,2,2,1,82,75,48,79,75,82,86,74,82,83,82,75,84,78,70,83,53,72,58,81,63,37,72,83,68,74,34,36,30,9,11,7,7,15,78,77,81,82,36,62
499,Hans Vanaken,Club Brugge KV,80,17500000.0,0,4,5,0,0,75,75,78,85,73,78,75,78,80,84,41,53,57,81,60,75,38,91,76,76,52,69,83,85,85,86,68,58,53,13,6,9,15,11,48,76,81,77,65,73
500,José Gómez Campaña,Levante UD,80,18000000.0,0,4,3,1,1,76,73,65,83,64,78,81,78,80,82,63,60,65,74,73,75,62,79,71,76,66,73,69,83,69,81,75,75,68,8,11,6,7,10,61,73,81,77,73,72
501,Sergi Gómez Solà,Sevilla FC,80,15500000.0,0,2,2,1,1,45,35,77,80,37,59,49,46,77,72,65,63,57,78,52,45,86,68,78,47,73,82,52,59,41,68,80,82,79,15,16,11,11,7,64,41,65,63,81,75
502,Ibai Gómez Pérez,Athletic Club de Bilbao,80,14500000.0,0,4,5,1,1,79,79,47,80,75,82,85,81,78,81,77,76,76,75,77,83,65,71,66,79,63,45,78,80,65,74,73,61,55,14,8,13,7,11,76,79,80,81,59,67
503,Domagoj Vida,Beşiktaş JK,80,12000000.0,0,2,3,0,1,65,41,79,66,36,53,44,35,60,66,68,80,64,75,63,54,80,76,78,22,84,81,43,50,51,78,85,79,83,16,13,10,9,8,75,40,59,60,82,79
504,Luis Muriel,Atalanta,80,15500000.0,0,4,4,1,0,62,78,65,75,75,85,77,60,55,83,86,90,85,80,80,80,61,71,75,66,50,16,81,73,74,75,26,24,22,8,10,10,14,6,88,76,68,84,27,68
505,Mathew Ryan,Brighton & Hove Albion,80,12500000.0,0,1,4,1,1,23,11,14,40,15,13,23,12,45,24,53,52,53,73,50,62,78,34,65,18,36,23,10,68,25,64,10,20,17,81,75,82,78,83,81,75,82,83,52,78
506,Alex Oxlade-Chamberlain,Liverpool,80,18500000.0,0,4,4,0,0,78,69,39,80,58,84,73,60,75,84,80,83,80,78,88,80,69,78,70,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9,82,73,78,84,66,73
507,Josuha Guilavogui,VfL Wolfsburg,80,13000000.0,0,2,3,0,1,52,49,83,78,49,63,42,53,75,74,64,55,53,79,50,78,79,75,80,66,81,84,61,67,50,75,82,82,82,14,8,14,10,15,59,59,67,65,83,79
508,Callum Wilson,Bournemouth,80,17500000.0,0,4,3,1,0,61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,29,39,25,10,15,8,10,6,87,78,67,77,39,75
509,Simone Verdi,Torino,80,16000000.0,1,4,5,1,0,82,67,42,79,74,81,84,84,76,83,87,85,92,78,90,81,51,70,46,77,48,36,76,80,68,78,55,48,60,12,10,7,15,9,86,73,80,83,48,53
510,Dejan Lovren,Liverpool,80,12500000.0,0,2,4,0,1,59,33,80,68,42,63,26,18,66,67,54,54,50,75,41,63,81,64,82,34,86,81,21,56,52,69,76,82,84,14,14,13,10,7,54,40,59,62,80,78
511,Sergi Enrich Ametller,SD Eibar,80,15000000.0,0,4,4,0,0,70,82,81,79,82,74,55,47,61,81,60,60,68,82,65,77,78,76,83,70,66,42,84,72,68,74,31,46,31,8,8,8,14,6,60,78,70,75,43,78
512,Younès Belhanda,Galatasaray SK,80,14500000.0,0,4,4,1,1,79,74,67,78,69,84,78,78,77,83,75,72,85,79,78,78,77,84,63,78,75,66,72,78,80,74,50,54,55,15,16,11,6,16,73,76,78,83,57,71
513,Ricardo Rodríguez,Milan,80,13500000.0,1,3,3,1,1,86,59,64,78,67,76,82,84,78,78,70,70,72,80,70,78,73,75,73,72,75,80,68,74,83,80,80,78,78,14,13,14,14,11,70,67,79,76,78,74
514,Roberto Pereyra,Watford,80,15000000.0,0,4,4,1,0,77,74,60,82,73,86,78,72,75,84,78,75,77,74,76,72,65,77,68,74,66,70,76,81,72,78,50,64,70,4,5,3,4,8,76,74,79,83,61,70
515,Kevin Vogt,TSG 1899 Hoffenheim,80,13500000.0,0,2,3,1,0,60,50,79,79,51,67,50,62,83,71,66,79,59,78,46,78,54,70,85,57,81,82,55,67,53,78,81,80,78,6,13,8,7,14,73,57,71,67,80,79
516,Danijel Subašić,AS Monaco,80,6500000.0,0,1,2,1,1,11,10,13,24,13,11,24,39,26,19,51,54,42,77,37,57,75,32,80,14,31,20,15,52,23,65,14,14,13,79,75,76,80,81,79,75,76,81,53,80
517,Eduardo Salvio,Boca Juniors,80,15000000.0,0,4,4,1,0,74,74,73,75,72,85,79,64,64,84,89,84,81,77,79,80,87,75,63,72,69,60,83,74,76,84,49,60,56,9,11,9,5,14,86,75,73,84,58,68
518,Jeroen Zoet,PSV,80,13000000.0,0,1,4,1,1,17,12,19,37,19,15,13,20,38,34,57,45,54,77,42,58,57,40,66,17,18,21,11,57,27,61,25,18,16,79,77,77,79,82,79,77,77,82,50,79
519,Chris Smalling,Roma,80,12500000.0,0,2,3,0,1,52,54,82,65,49,59,49,22,64,58,61,75,55,76,44,42,74,67,88,35,83,78,46,56,52,67,78,81,79,10,15,16,15,15,69,47,58,58,79,81
520,Kevin Strootman,Olympique de Marseille,80,14000000.0,1,3,3,0,0,74,68,68,85,63,72,73,70,81,78,59,55,60,81,68,81,52,77,81,70,86,81,76,79,77,82,75,81,74,7,12,11,6,7,57,72,80,73,77,80
521,Givanildo Vieira de Souza,Shanghai SIPG FC,80,11500000.0,1,4,3,1,0,75,81,69,78,73,85,78,81,72,79,79,77,71,82,58,94,71,82,91,90,83,48,82,75,78,75,50,41,28,6,10,7,11,12,78,85,76,80,47,86
522,Francis Coquelin,Valencia CF,80,14500000.0,0,3,3,0,1,68,62,63,82,53,77,68,41,79,81,71,69,75,82,79,74,79,72,77,69,85,83,75,79,52,78,76,82,81,9,9,8,10,15,70,66,75,78,78,77
523,Manuel Lanzini,West Ham United,80,18000000.0,0,4,3,1,1,74,70,56,80,61,86,76,76,77,85,79,75,84,72,89,76,75,68,39,76,48,27,73,79,73,77,27,36,25,14,9,6,7,15,77,72,78,85,32,50
524,Steven Nzonzi,Galatasaray SK,80,12000000.0,0,2,3,1,1,59,50,78,82,55,70,70,40,71,80,44,41,36,78,31,62,74,81,92,54,80,81,70,73,57,85,79,79,74,7,16,16,16,13,42,55,71,68,79,86
525,Lars Stindl,Borussia Mönchengladbach,80,14500000.0,0,4,4,1,1,74,79,64,82,83,78,77,69,69,82,68,64,70,84,78,81,72,75,69,81,74,60,84,83,80,83,59,61,50,7,10,13,11,12,66,80,78,79,59,72
526,Yann M'Vila,AS Saint-Étienne,80,12500000.0,0,3,3,1,1,62,56,61,83,56,73,70,67,81,76,72,69,73,78,65,68,70,81,75,67,83,82,59,74,68,80,75,76,72,13,9,16,15,7,70,61,75,74,75,78
527,Mateo Musacchio,Milan,80,13000000.0,0,3,3,1,1,55,40,76,69,36,65,53,45,67,67,68,65,72,76,68,57,83,65,73,53,76,84,50,64,57,76,84,84,80,5,11,12,6,12,66,47,63,67,83,72
528,Kieran Trippier,Atlético Madrid,80,12500000.0,0,3,4,1,0,86,48,73,79,54,74,86,82,78,80,75,74,73,77,74,75,74,88,64,70,70,78,72,80,66,73,75,82,79,11,14,8,11,10,74,60,81,76,78,72
529,Sofiane Feghouli,Galatasaray SK,80,14500000.0,0,4,3,2,0,78,68,60,75,68,85,67,68,67,82,85,86,85,78,76,79,72,72,59,75,62,31,77,77,62,65,30,32,31,13,7,10,10,8,86,72,74,83,34,64
530,Lucas Pratto,River Plate,80,13500000.0,0,4,3,1,0,69,78,79,72,74,77,69,56,70,79,68,74,60,79,56,86,74,79,91,76,85,58,81,80,78,83,59,51,55,8,15,6,15,15,71,79,72,75,58,86
531,Diego Perotti,Roma,80,14000000.0,0,4,4,1,1,79,66,57,80,60,88,72,64,69,88,78,72,81,76,78,73,62,61,56,71,51,36,78,81,90,80,58,31,22,5,8,14,6,8,75,70,77,86,42,57
532,Sidnei Rechel da Silva Júnior,Real Betis,80,12500000.0,0,2,2,1,0,59,51,76,72,33,63,36,39,67,75,69,70,46,75,38,72,78,65,93,54,77,81,53,50,58,71,75,80,77,10,16,12,9,14,70,55,61,64,78,82
533,Makoto Hasebe,Eintracht Frankfurt,80,4500000.0,0,3,3,1,1,74,45,67,80,57,68,70,63,77,76,52,54,69,82,72,54,74,65,68,53,75,79,61,76,61,85,86,83,80,10,12,10,15,9,53,51,76,71,81,69
534,Federico Fazio,Roma,80,9500000.0,0,2,2,1,1,44,41,90,64,35,48,46,37,60,70,33,33,30,76,32,63,41,69,89,26,84,80,32,47,26,81,81,83,77,8,9,12,11,14,33,41,54,53,82,81
535,Benedikt Höwedes,Lokomotiv Moscow,80,11000000.0,0,2,3,1,1,56,51,81,70,45,62,48,52,66,65,52,52,60,74,61,57,78,60,78,31,78,81,51,57,56,84,79,81,79,14,6,9,10,7,52,48,62,63,80,74
536,Ralf Fährmann,Norwich City,80,10000000.0,0,1,1,1,1,14,11,15,25,11,15,18,11,26,24,38,47,39,81,36,33,72,32,79,9,36,23,11,42,21,61,10,12,10,82,79,44,79,84,82,79,44,84,43,79
537,Vitorino Pacheco Antunes,Getafe CF,80,9000000.0,1,4,3,1,0,81,56,70,77,69,74,82,80,76,80,73,76,71,78,72,87,62,81,67,84,75,80,70,66,61,73,72,81,82,10,7,10,9,14,75,69,76,76,77,72
538,Etienne Capoue,Watford,80,12000000.0,0,3,3,1,1,69,69,72,79,69,76,67,71,78,80,50,53,36,81,61,77,72,77,78,72,76,83,73,71,54,75,76,79,77,12,11,11,14,12,52,71,74,73,78,77
539,Sven Bender,Bayer 04 Leverkusen,80,12000000.0,0,2,4,0,1,43,39,78,76,54,58,33,30,69,60,63,67,63,78,61,73,75,75,76,62,82,83,49,65,34,81,83,83,81,13,7,8,14,15,65,51,62,60,82,77
540,Lars Bender,Bayer 04 Leverkusen,80,11500000.0,0,2,3,0,1,69,59,78,78,57,71,49,47,74,75,65,65,65,83,64,74,76,78,76,71,78,82,69,75,52,83,86,84,82,12,6,7,12,7,65,64,72,72,83,77
